Timestamp,Weighted_Price
2024/1/1,42208.20218
2024/1/2,44168.68119
2024/1/3,44994.67389
2024/1/4,42821.55899
2024/1/5,44195.57856
2024/1/6,44113.69973
2024/1/7,43956.12072
2024/1/8,43883.74388
2024/1/9,46936.18556
2024/1/10,46105.94608
2024/1/11,46632.31315
2024/1/12,46314.35554
2024/1/13,42893.92961
2024/1/14,42848.47452
2024/1/15,41800.93282
2024/1/16,42587.33604
2024/1/17,43148.00164
2024/1/18,42713.85919
2024/1/19,41261.3948
2024/1/20,41600.94093
2024/1/21,41626.10711
2024/1/22,41541.89946
2024/1/23,39504.73006
2024/1/24,39833.45411
2024/1/25,40123.67106
2024/1/26,39938.28644
2024/1/27,41862.93561
2024/1/28,42119.61049
2024/1/29,42026.57856
2024/1/30,43267.60928
2024/1/31,42892.03453
2024/2/1,42583.26355
2024/2/2,43069.04342
2024/2/3,43170.65856
2024/2/4,42976.8483
2024/2/5,42599.35997
2024/2/6,42648.45692
2024/2/7,43087.78741
2024/2/8,44247.41542
2024/2/9,45338.27119
2024/2/10,47143.24299
2024/2/11,47768.99525
2024/2/12,48189.88179
2024/2/13,50050.13609
2024/2/14,49732.14537
2024/2/15,51790.1693
2024/2/16,51958.23029
2024/2/17,52166.43431
2024/2/18,51684.51749
2024/2/19,52138.48579
2024/2/20,51764.31319
2024/2/21,52286.79373
2024/2/22,51842.75677
2024/2/23,51319.50013
2024/2/24,50841.08109
2024/2/25,51553.09671
2024/2/26,51751.88405
2024/2/27,54478.19108
2024/2/28,57003.52674
2024/2/29,62558.58202
2024/3/1,61298.21686
2024/3/2,62426.64053
2024/3/3,62067.8668
2024/3/4,63053.10544
2024/3/5,68186.64593
2024/3/6,64291.53656
2024/3/7,66145.91928
2024/3/8,66944.87639
2024/3/9,68315.25192
2024/3/10,68508.00396
2024/3/11,69075.66688
2024/3/12,72130.55301
2024/3/13,71467.1735
2024/3/14,73097.76703
2024/3/15,71420.0318
2024/3/16,69497.76319
2024/3/17,65292.31329
2024/3/18,68425.41566
2024/3/19,67708.94361
2024/3/20,62132.51738
2024/3/21,67819.05571
2024/3/22,65535.97845
2024/3/23,63509.04497
2024/3/24,64285.80279
2024/3/25,67310.98327
2024/3/26,69938.9453
2024/3/27,70082.05122
2024/3/28,69435.7504
2024/3/29,70710.19535
2024/3/30,69919.05546
2024/3/31,69702.30875
2024/4/1,71246.95144
2024/4/2,69785.92504
2024/4/3,65440.41923
2024/4/4,66123.93854
2024/4/5,68542.17715
2024/4/6,67978.61023
2024/4/7,69000.64992
2024/4/8,69401.97361
2024/4/9,71624.18486
2024/4/10,69158.64381
2024/4/11,70527.88998
2024/4/12,70106.66413
2024/4/13,67252.10504
2024/4/14,64404.82549
2024/4/15,65752.66005
2024/4/16,63430.57146
2024/4/17,63720.50159
2024/4/18,61328.89799
2024/4/19,63461.5927
2024/4/20,63988.81847
2024/4/21,64894.41869
